Review_id,customer_id,product_id,category,brand,Rating,Review_text,satisfaction,review_timestamp,purchase_timestamp,previous_purchases,complaint_ticket,complaint_reason
R0454,C8357,P0553,Beauty,Nike,1,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,15,No,
R0455,C4440,P0136,Electronics,Samsung,5,works perfectly. Loved it!,Satisfied,54:19.1,54:19.1,2,No,
R0456,C4766,P0415,Electronics,Sony,1,damaged product. Very disappointed.,Unsatisfied,54:19.1,54:19.1,12,Yes,not as described
R0457,C6644,P0787,Beauty,Zara,5,works perfectly. Loved it!,Satisfied,54:19.1,54:19.1,1,No,
R0458,C3914,P0895,Footwear,Sony,4,as expected. Loved it!,Satisfied,54:19.1,54:19.1,8,No,
R0459,C5968,P0692,Footwear,Nike,4,fits perfectly. Loved it!,Satisfied,54:19.1,54:19.1,5,No,
R0460,C6917,P0213,Beauty,Sony,5,great quality. Loved it!,Satisfied,54:19.1,54:19.1,15,No,
R0461,C9787,P0139,Clothing,Boat,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,1,No,
R0462,C1728,P0400,Beauty,Zara,1,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,1,No,
R0463,C2365,P0323,Beauty,Nike,1,poor quality. Very disappointed.,Unsatisfied,54:19.1,54:19.1,10,No,
R0464,C5492,P0417,Footwear,Nike,4,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,10,No,
R0465,C1698,P0448,Footwear,Samsung,5,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,15,Yes,poor quality
R0466,C8186,P0214,Beauty,Samsung,1,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,17,No,
R0467,C1395,P0797,Beauty,Boat,1,damaged product. Very disappointed.,Unsatisfied,54:19.1,54:19.1,6,No,
R0468,C8400,P0422,Beauty,Nike,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,3,Yes,not as described
R0469,C9082,P0667,Footwear,H&M,2,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,13,Yes,wrong item delivered
R0470,C5171,P0139,Beauty,Nike,4,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,16,No,
R0471,C5360,P0965,Beauty,Samsung,4,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,8,No,
R0472,C3502,P0139,Home Decor,H&M,2,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,15,Yes,late delivery
R0473,C1717,P0958,Clothing,Zara,1,product stopped working. Very disappointed.,Unsatisfied,54:19.1,54:19.1,17,No,
R0474,C3782,P0848,Accessories,Zara,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,17,No,
R0475,C5946,P0388,Clothing,Sony,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,13,Yes,unresponsive support
R0476,C6486,P0361,Home Decor,Lakme,4,fits perfectly. Loved it!,Satisfied,54:19.1,54:19.1,17,Yes,bad packaging
R0477,C9335,P0315,Accessories,Samsung,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,6,No,
R0478,C5980,P0246,Beauty,Lakme,2,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,17,No,
R0479,C8266,P0435,Home Decor,H&M,1,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,16,No,
R0480,C5491,P0267,Beauty,Samsung,2,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,14,Yes,poor quality
R0481,C8192,P0191,Footwear,Boat,5,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,13,No,
R0482,C6588,P0452,Electronics,Nike,4,fits perfectly. Loved it!,Satisfied,54:19.1,54:19.1,6,No,
R0483,C8651,P0670,Home Decor,Boat,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,3,No,
R0484,C4636,P0670,Footwear,H&M,5,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,14,No,
R0485,C2167,P0915,Home Decor,Samsung,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,14,No,
R0486,C2062,P0780,Home Decor,Puma,1,product stopped working. Very disappointed.,Unsatisfied,54:19.1,54:19.1,15,No,
R0487,C3156,P0880,Footwear,H&M,1,poor quality. Very disappointed.,Unsatisfied,54:19.1,54:19.1,8,No,
R0488,C8860,P0462,Accessories,Puma,1,poor quality. Very disappointed.,Unsatisfied,54:19.1,54:19.1,15,Yes,size mismatch
R0489,C6161,P0656,Clothing,Nike,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,13,No,
R0490,C6305,P0444,Beauty,Zara,5,great quality. Loved it!,Satisfied,54:19.1,54:19.1,17,Yes,product stopped working
R0491,C7541,P0792,Home Decor,Zara,1,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,3,No,
R0492,C5729,P0269,Beauty,H&M,5,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,6,No,
R0493,C8330,P0455,Electronics,Lakme,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,5,No,
R0494,C6334,P0290,Footwear,Samsung,5,highly recommend. Loved it!,Satisfied,54:19.1,54:19.1,17,No,
R0495,C9924,P0766,Beauty,Samsung,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,2,No,
R0496,C5330,P0521,Footwear,Zara,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,15,No,
R0497,C9010,P0799,Beauty,Sony,4,fast delivery. Loved it!,Satisfied,54:19.1,54:19.1,5,No,
R0498,C7801,P0106,Clothing,Boat,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,6,No,
R0499,C5846,P0232,Clothing,Sony,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,6,No,
R0500,C7731,P0846,Clothing,Nike,2,not as described. Very disappointed.,Unsatisfied,54:19.1,54:19.1,18,No,
R0501,C8241,P0656,Clothing,Boat,1,bad packaging. Very disappointed.,Unsatisfied,54:19.1,54:19.1,18,No,
R0502,C1953,P0925,Clothing,Boat,4,fits perfectly. Loved it!,Satisfied,54:19.1,54:19.1,4,No,
R0503,C3539,P0860,Clothing,H&M,4,fast delivery. Loved it!,Satisfied,54:19.1,54:19.1,17,No,
R0504,C8056,P0130,Footwear,Zara,4,works perfectly. Loved it!,Satisfied,54:19.1,54:19.1,14,Yes,wrong item delivered
R0505,C2542,P0634,Home Decor,Sony,2,damaged product. Very disappointed.,Unsatisfied,54:19.1,54:19.1,14,Yes,missing items
R0506,C6293,P0525,Beauty,Sony,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,13,No,
R0507,C2191,P0493,Clothing,Zara,1,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,7,Yes,damaged product
R0508,C7313,P0771,Footwear,Sony,5,works perfectly. Loved it!,Satisfied,54:19.1,54:19.1,12,No,
R0509,C7938,P0462,Footwear,Puma,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,15,No,
R0510,C3681,P0536,Footwear,Zara,2,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,19,Yes,size mismatch
R0511,C2540,P0769,Home Decor,H&M,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,11,No,
R0512,C7172,P0650,Beauty,Lakme,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,15,Yes,damaged product
R0513,C6541,P0181,Home Decor,Boat,2,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,12,No,
R0514,C2365,P0455,Accessories,H&M,4,as expected. Loved it!,Satisfied,54:19.1,54:19.1,3,Yes,poor quality
R0515,C9691,P0357,Footwear,Samsung,4,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,17,Yes,wrong item delivered
R0516,C9702,P0817,Accessories,Nike,1,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,3,No,
R0517,C8494,P0688,Electronics,Lakme,1,damaged product. Very disappointed.,Unsatisfied,54:19.1,54:19.1,19,No,
R0518,C5312,P0623,Clothing,Samsung,4,highly recommend. Loved it!,Satisfied,54:19.1,54:19.1,4,No,
R0519,C2324,P0394,Clothing,Boat,5,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,3,No,
R0520,C4141,P0323,Home Decor,Sony,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,16,No,
R0521,C8419,P0624,Beauty,Zara,5,great quality. Loved it!,Satisfied,54:19.1,54:19.1,12,No,
R0522,C4486,P0145,Accessories,Boat,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,8,No,
R0523,C2810,P0766,Beauty,H&M,4,fast delivery. Loved it!,Satisfied,54:19.1,54:19.1,17,No,
R0524,C7588,P0212,Home Decor,Nike,1,product stopped working. Very disappointed.,Unsatisfied,54:19.1,54:19.1,7,No,
R0525,C3923,P0332,Clothing,H&M,1,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,11,No,
R0526,C6301,P0116,Beauty,Lakme,5,fast delivery. Loved it!,Satisfied,54:19.1,54:19.1,18,No,
R0527,C5186,P0459,Beauty,Lakme,1,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,1,No,
R0528,C9905,P0322,Clothing,Nike,4,fits perfectly. Loved it!,Satisfied,54:19.1,54:19.1,3,No,
R0529,C6977,P0965,Accessories,Puma,5,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,4,No,
R0530,C5268,P0799,Clothing,Samsung,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,13,No,
R0531,C5748,P0547,Beauty,Samsung,1,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,6,No,
R0532,C5849,P0955,Accessories,Lakme,2,bad packaging. Very disappointed.,Unsatisfied,54:19.1,54:19.1,14,No,
R0533,C4709,P0464,Accessories,Lakme,1,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,5,Yes,wrong item delivered
R0534,C7619,P0774,Clothing,Sony,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,16,No,
R0535,C9647,P0425,Beauty,Zara,5,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,15,Yes,wrong item delivered
R0536,C4072,P0566,Home Decor,Sony,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,15,No,
R0537,C7530,P0513,Beauty,Sony,2,damaged product. Very disappointed.,Unsatisfied,54:19.1,54:19.1,4,Yes,bad packaging
R0538,C1504,P0554,Footwear,Puma,4,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,8,Yes,product stopped working
R0539,C2214,P0685,Electronics,Samsung,1,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,16,No,
R0540,C2531,P0332,Home Decor,Puma,5,works perfectly. Loved it!,Satisfied,54:19.1,54:19.1,16,No,
R0541,C8576,P0323,Accessories,Puma,4,as expected. Loved it!,Satisfied,54:19.1,54:19.1,4,Yes,unresponsive support
R0542,C1823,P0930,Home Decor,Nike,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,13,No,
R0543,C1928,P0511,Accessories,Samsung,5,works perfectly. Loved it!,Satisfied,54:19.1,54:19.1,13,No,
R0544,C6029,P0671,Accessories,Zara,4,works perfectly. Loved it!,Satisfied,54:19.1,54:19.1,2,Yes,poor quality
R0545,C1133,P0434,Home Decor,H&M,5,fast delivery. Loved it!,Satisfied,54:19.1,54:19.1,3,Yes,bad packaging
R0546,C3105,P0321,Accessories,Lakme,2,not as described. Very disappointed.,Unsatisfied,54:19.1,54:19.1,8,No,
R0547,C4627,P0136,Accessories,Lakme,2,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,15,No,
R0548,C7316,P0377,Footwear,Zara,1,not as described. Very disappointed.,Unsatisfied,54:19.1,54:19.1,11,Yes,late delivery
R0549,C2852,P0295,Beauty,Puma,1,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,9,No,
R0550,C5910,P0963,Beauty,Sony,2,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,7,No,
R0551,C5175,P0583,Electronics,Nike,5,as expected. Loved it!,Satisfied,54:19.1,54:19.1,13,No,
R0552,C6348,P0341,Electronics,Puma,2,damaged product. Very disappointed.,Unsatisfied,54:19.1,54:19.1,2,No,
R0553,C7190,P0423,Footwear,Lakme,1,product stopped working. Very disappointed.,Unsatisfied,54:19.1,54:19.1,8,No,
R0554,C2256,P0830,Electronics,Boat,2,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,7,No,
R0555,C4376,P0291,Home Decor,Sony,2,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,12,No,
R0556,C6645,P0116,Clothing,Lakme,5,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,19,No,
R0557,C4486,P0623,Clothing,Boat,4,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,7,No,
R0558,C4584,P0500,Clothing,Puma,1,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,10,No,
R0559,C9053,P0985,Footwear,Zara,5,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,16,Yes,wrong item delivered
R0560,C4330,P0804,Footwear,Zara,2,bad packaging. Very disappointed.,Unsatisfied,54:19.1,54:19.1,3,No,
R0561,C3703,P0121,Accessories,Sony,2,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,10,No,
R0562,C9662,P0573,Clothing,Lakme,4,highly recommend. Loved it!,Satisfied,54:19.1,54:19.1,6,No,
R0563,C9120,P0219,Home Decor,Samsung,1,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,18,No,
R0564,C8114,P0309,Electronics,Boat,1,bad packaging. Very disappointed.,Unsatisfied,54:19.1,54:19.1,18,No,
R0565,C2353,P0405,Home Decor,Nike,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,5,Yes,not as described
R0566,C6063,P0369,Electronics,Lakme,1,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,7,No,
R0567,C9549,P0803,Clothing,Nike,4,value for money. Loved it!,Satisfied,54:19.1,54:19.1,2,No,
R0568,C8575,P0786,Clothing,Lakme,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,11,Yes,not as described
R0569,C1667,P0384,Clothing,Samsung,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,13,Yes,unresponsive support
R0570,C5468,P0815,Footwear,Samsung,2,bad packaging. Very disappointed.,Unsatisfied,54:19.1,54:19.1,5,No,
R0571,C7819,P0775,Electronics,Sony,2,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,6,Yes,wrong item delivered
R0572,C4719,P0862,Footwear,Sony,1,poor quality. Very disappointed.,Unsatisfied,54:19.1,54:19.1,14,No,
R0573,C3745,P0326,Footwear,Samsung,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,12,No,
R0574,C8483,P0480,Beauty,H&M,2,poor quality. Very disappointed.,Unsatisfied,54:19.1,54:19.1,4,No,
R0575,C1539,P0559,Home Decor,Samsung,4,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,6,No,
R0576,C5964,P0106,Home Decor,Zara,2,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,10,No,
R0577,C5835,P0128,Accessories,Zara,2,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,18,Yes,unresponsive support
R0578,C4775,P0132,Footwear,H&M,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,15,No,
R0579,C7042,P0745,Electronics,Puma,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,8,No,
R0580,C8102,P0978,Beauty,Boat,5,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,9,No,
R0581,C8312,P0178,Beauty,Puma,4,great quality. Loved it!,Satisfied,54:19.1,54:19.1,5,No,
R0582,C6320,P0558,Home Decor,Nike,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,10,No,
R0583,C7132,P0669,Footwear,Puma,1,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,6,No,
R0584,C8891,P0637,Accessories,Lakme,4,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,16,No,
R0585,C3779,P0581,Footwear,Puma,4,value for money. Loved it!,Satisfied,54:19.1,54:19.1,3,No,
R0586,C1924,P0529,Clothing,Lakme,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,10,No,
R0587,C2581,P0837,Footwear,H&M,4,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,11,No,
R0588,C8714,P0384,Clothing,Zara,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,11,No,
R0589,C4324,P0615,Clothing,Sony,2,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,17,No,
R0590,C6713,P0198,Accessories,Lakme,5,fast delivery. Loved it!,Satisfied,54:19.1,54:19.1,4,No,
R0591,C8026,P0496,Electronics,Zara,2,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,4,No,
R0592,C1255,P0588,Home Decor,Boat,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,17,No,
R0593,C5804,P0138,Footwear,Nike,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,9,No,
R0594,C2838,P0370,Clothing,Boat,2,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,19,No,
R0595,C1009,P0986,Footwear,H&M,1,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,5,No,
R0596,C3871,P0896,Electronics,Puma,1,bad packaging. Very disappointed.,Unsatisfied,54:19.1,54:19.1,6,No,
R0597,C9989,P0256,Home Decor,Puma,1,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,3,No,
R0598,C8409,P0174,Electronics,Samsung,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,1,No,
R0599,C8418,P0983,Home Decor,Samsung,4,as expected. Loved it!,Satisfied,54:19.1,54:19.1,16,No,
R0600,C6124,P0899,Beauty,Samsung,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,11,No,
R0601,C2015,P0229,Home Decor,Boat,4,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,13,No,
R0602,C3193,P0786,Accessories,Lakme,2,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,10,Yes,bad packaging
R0603,C9415,P0183,Electronics,Nike,5,works perfectly. Loved it!,Satisfied,54:19.1,54:19.1,3,No,
R0604,C8449,P0121,Clothing,Samsung,4,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,9,No,
R0605,C5158,P0558,Beauty,H&M,1,product stopped working. Very disappointed.,Unsatisfied,54:19.1,54:19.1,12,No,
R0606,C4925,P0638,Accessories,H&M,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,14,No,
R0607,C7970,P0806,Footwear,Samsung,2,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,1,No,
R0608,C7938,P0948,Electronics,Puma,1,product stopped working. Very disappointed.,Unsatisfied,54:19.1,54:19.1,18,No,
R0609,C5784,P0481,Clothing,Samsung,2,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,17,No,
R0610,C5000,P0847,Home Decor,Nike,5,fits perfectly. Loved it!,Satisfied,54:19.1,54:19.1,9,No,
R0611,C2633,P0539,Clothing,Samsung,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,9,No,
R0612,C8266,P0703,Footwear,Nike,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,10,Yes,late delivery
R0613,C9702,P0120,Beauty,H&M,5,as expected. Loved it!,Satisfied,54:19.1,54:19.1,19,No,
R0614,C1384,P0402,Beauty,Samsung,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,15,No,
R0615,C1404,P0968,Electronics,Boat,4,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,5,No,
R0616,C9175,P0183,Beauty,Sony,2,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,15,No,
R0617,C3000,P0873,Electronics,Boat,1,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,2,No,
R0618,C6989,P0758,Electronics,H&M,5,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,13,Yes,damaged product
R0619,C2460,P0552,Electronics,Nike,4,works perfectly. Loved it!,Satisfied,54:19.1,54:19.1,16,No,
R0620,C8190,P0486,Home Decor,Boat,1,damaged product. Very disappointed.,Unsatisfied,54:19.1,54:19.1,15,Yes,size mismatch
R0621,C8140,P0606,Accessories,Nike,1,product stopped working. Very disappointed.,Unsatisfied,54:19.1,54:19.1,10,No,
R0622,C4636,P0356,Electronics,Boat,5,great quality. Loved it!,Satisfied,54:19.1,54:19.1,14,No,
R0623,C5809,P0669,Electronics,Boat,4,highly recommend. Loved it!,Satisfied,54:19.1,54:19.1,10,No,
R0624,C5178,P0991,Accessories,Nike,1,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,14,No,
R0625,C8245,P0626,Clothing,Lakme,1,bad packaging. Very disappointed.,Unsatisfied,54:19.1,54:19.1,9,Yes,size mismatch
R0626,C7600,P0261,Electronics,Boat,4,as expected. Loved it!,Satisfied,54:19.1,54:19.1,14,Yes,not as described
R0627,C6997,P0262,Home Decor,Samsung,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,3,No,
R0628,C3048,P0931,Beauty,Sony,1,poor quality. Very disappointed.,Unsatisfied,54:19.1,54:19.1,16,Yes,poor quality
R0629,C5780,P0892,Beauty,H&M,2,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,2,No,
R0630,C1716,P0891,Footwear,Lakme,4,value for money. Loved it!,Satisfied,54:19.1,54:19.1,10,Yes,bad packaging
R0631,C8939,P0623,Footwear,Nike,1,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,3,No,
R0632,C6565,P0885,Beauty,Lakme,5,works perfectly. Loved it!,Satisfied,54:19.1,54:19.1,11,No,
R0633,C5544,P0370,Beauty,Zara,2,damaged product. Very disappointed.,Unsatisfied,54:19.1,54:19.1,11,Yes,unresponsive support
R0634,C5976,P0591,Home Decor,Zara,1,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,13,No,
R0635,C4419,P0307,Accessories,Boat,2,damaged product. Very disappointed.,Unsatisfied,54:19.1,54:19.1,7,No,
R0636,C8239,P0638,Footwear,Boat,2,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,17,Yes,missing items
R0637,C1249,P0683,Accessories,Samsung,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,2,No,
R0638,C9865,P0159,Home Decor,Sony,2,bad packaging. Very disappointed.,Unsatisfied,54:19.1,54:19.1,12,No,
R0639,C1770,P0529,Beauty,H&M,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,10,No,
R0640,C5363,P0756,Electronics,Lakme,4,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,18,Yes,poor quality
R0641,C2077,P0704,Accessories,Zara,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,11,No,
R0642,C9427,P0408,Beauty,Boat,5,highly recommend. Loved it!,Satisfied,54:19.1,54:19.1,16,No,
R0643,C9580,P0619,Beauty,Puma,1,not as described. Very disappointed.,Unsatisfied,54:19.1,54:19.1,17,Yes,wrong item delivered
R0644,C8901,P0690,Clothing,Puma,4,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,19,No,
R0645,C5858,P0126,Accessories,H&M,4,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,18,No,
R0646,C7544,P0785,Electronics,Lakme,5,fits perfectly. Loved it!,Satisfied,54:19.1,54:19.1,3,No,
R0647,C5719,P0661,Accessories,Boat,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,16,No,
R0648,C3814,P0298,Beauty,Boat,1,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,6,Yes,product stopped working
R0649,C4374,P0486,Electronics,Zara,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,12,No,
R0650,C2252,P0448,Home Decor,Zara,2,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,11,Yes,poor quality
R0651,C7996,P0792,Clothing,Boat,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,15,Yes,bad packaging
R0652,C5673,P0635,Beauty,Nike,4,fast delivery. Loved it!,Satisfied,54:19.1,54:19.1,15,No,
R0653,C5530,P0927,Footwear,Boat,1,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,16,No,
R0654,C7881,P0477,Footwear,H&M,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,10,No,
R0655,C7949,P0998,Clothing,Boat,1,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,12,Yes,missing items
R0656,C7241,P0657,Home Decor,Samsung,1,bad packaging. Very disappointed.,Unsatisfied,54:19.1,54:19.1,13,No,
R0657,C9017,P0626,Beauty,Sony,2,not as described. Very disappointed.,Unsatisfied,54:19.1,54:19.1,4,No,
R0658,C7941,P0252,Accessories,Samsung,2,not as described. Very disappointed.,Unsatisfied,54:19.1,54:19.1,7,Yes,late delivery
R0659,C8002,P0833,Clothing,Samsung,4,fast delivery. Loved it!,Satisfied,54:19.1,54:19.1,2,No,
R0660,C2331,P0305,Home Decor,Nike,5,value for money. Loved it!,Satisfied,54:19.1,54:19.1,15,Yes,product stopped working
R0661,C5261,P0554,Accessories,Nike,1,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,8,No,
R0662,C8648,P0372,Footwear,Puma,5,as expected. Loved it!,Satisfied,54:19.1,54:19.1,7,No,
R0663,C6115,P0993,Footwear,Boat,4,highly recommend. Loved it!,Satisfied,54:19.1,54:19.1,15,No,
R0664,C5637,P0335,Accessories,Samsung,1,bad packaging. Very disappointed.,Unsatisfied,54:19.1,54:19.1,14,No,
R0665,C5854,P0951,Clothing,Nike,1,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,8,No,
R0666,C4177,P0839,Footwear,Zara,5,highly recommend. Loved it!,Satisfied,54:19.1,54:19.1,12,Yes,damaged product
R0667,C8730,P0620,Beauty,Boat,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,13,No,
R0668,C3180,P0777,Electronics,H&M,2,damaged product. Very disappointed.,Unsatisfied,54:19.1,54:19.1,11,No,
R0669,C5892,P0930,Accessories,Sony,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,17,No,
R0670,C8043,P0825,Accessories,Lakme,5,fits perfectly. Loved it!,Satisfied,54:19.1,54:19.1,17,No,
R0671,C1137,P0600,Footwear,Boat,2,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,4,No,
R0672,C7327,P0216,Clothing,Lakme,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,8,No,
R0673,C4472,P0485,Beauty,Samsung,2,product stopped working. Very disappointed.,Unsatisfied,54:19.1,54:19.1,5,No,
R0674,C6449,P0443,Clothing,Sony,1,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,16,No,
R0675,C3832,P0683,Home Decor,Lakme,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,4,No,
R0676,C4579,P0494,Home Decor,Samsung,2,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,15,No,
R0677,C6971,P0163,Electronics,Zara,2,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,12,No,
R0678,C5164,P0816,Footwear,Lakme,2,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,5,No,
R0679,C8941,P0820,Footwear,Sony,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,16,No,
R0680,C6569,P0171,Footwear,Puma,4,works perfectly. Loved it!,Satisfied,54:19.1,54:19.1,14,Yes,product stopped working
R0681,C5300,P0888,Electronics,Boat,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,10,No,
